text
تتواصل الاحتجاجات الطلابية المناصرة لغزة، في جامعات أميركية وأسترالية، في حين قضت محكمة في لندن اليوم بأن بريطانيا منحت الشرطة بشكل غير قانوني صلاحيات أوسع لفرض قيود على احتجاجات سلمية. 
  آخر مستجدات سقوط طائرة رئيس إيران 
"  تقرير: اسم رئيسي شطب من قائمة ""خلافة خامنئي"" قبل 6 أشهر "
  الجيش الإسرائيلي يبدأ التقدم نحو محور فيلادلفيا 
  لحظة بلحظة.. تطورات حرب غزة 
  بعد موقف فرنسا.. كيف أثار طلب مدعي الجنائية انقساما غربيا؟ 
  الطريق إلى البيت الأبيض.. آخر مستجدات انتخابات 2024 
  بعد حملة بايدن.. ترامب يسحب منشورا بعبارة مرتبطة بالنازية 
  نظريات المؤامرة تلاحق مروحية رئيسي.. هل جرى إسقاطها؟ 
  مصدر مصري: يمكننا استخدام كل السيناريوهات للحفاظ على أمننا 
  فيديو.. ظهور سحابة أسطوانية في سماء سلطنة عمان 
  يلين: إنتاج الصين بقطاع الطاقة المتجددة يتجاوز الطلب العالمي 
  السيارات الكهربائية .. ماذا نشتري وفق ميزانية معقولة؟ 
  الذهب يقترب من ذروة قياسية وسط حالة من عدم اليقين الجيوسياسي 
  بعد رحيل كلوب.. صلاح يلمح للبقاء في ليفربول 
  روسيا تبدأ تدريبات على استخدام الأسلحة النووية 
"  رئيس الأرجنتين يصف قرار مدريد سحب سفيرتها بـ""السخيف"" "
  محاكمة ترامب.. الدفاع ينتهي من تقديم الشهود والأدلة 
  من المستفيد من وفاة إبراهيم رئيسي؟ 
  ولي العهد السعودي يعد اليابان بإمدادات نفط مستقرة 
  روسيا تستغرب سعي واشنطن فرض عقوبات على المحكمة الجنائية 
تستمر العملية العسكرية الروسية في أوكرانيا حيث يتقدم الجيش الروسي على مختلف المحاور ويحبط محاولات قوات كييف شن هجمات مضادة، ملحقا بالعدو خسائر فادحة بالعتاد والأرواح.
أعلن رئيس جمهورية الشيشان الروسية رمضان قديروف عن تعيين نجله أحمد قديروف، وزيرا للرياضة.
قاطع متظاهرون غاضبون من سياسة البيت الأبيض فيما يتعلق بقطاع غزة وزير الخارجية الأمريكي أنتوني بلينكن خلال جلسة استماع أمام لجنة العلاقات الخارجية بمجلس الشيوخ 4 مرات متتالية.
اكتشف العلماء أن إنسان العصر الحجري كان يصطاد دببة الكهف منذ 300 ألف سنة.
صُممت الطائرات لتتحمل الظروف الجوية القاسية، ولكن في حالات نادرة، يمكن أن يكون الاضطراب الجوي مثيرا للرعب أو حتى مميتا.
بدأت Xiaomi بالترويج لهاتفها الجديد الذي يتوقع له أن يحقق مبيعات ممتازة بفضل تقنياته المتطورة وسعره المنافس.
أكد مستشار الأمن القومي الإسرائيلي تساحي هنغبي يوم الثلاثاء أن تل أبيب لن توقف الحرب في غزة بسبب قرارات محكمة الجنائية الدولية باعتقال مسؤولين إسرائيليين.
وصفت النائبة الأمريكية مارجوري تايلور غرين، فلاديمير زيلينسكي بالديكتاتور بعد إلغائه الانتخابات الرئاسية في أوكرانيا، داعية إلى عدم إجبار دافعي الضرائب الأمريكيين على مساعدة كييف.
أكد القائم بالأعمال الروسي في كندا فلاديمير بروسكورياكوف أن العقوبات الأخيرة التي فرضتها كندا ضد موسكو لا معنى لها ولن تؤثر على السياسة الروسية.
وجه الرئيس الأوكراني المنتهية ولايته فلاديمير زيلينسكي، دعوة لرئيس الوزراء العراقي محمد شياع السوداني، للمشاركة في القمة حول أوكرانيا  بسويسرا.
"
              لليوم الثامن على التوالي.. غضب المتظاهرين الألبان يشتعل أمام بلدية العاصمة على خلفية قضية فساد
            "
"
              بتهمة التواطؤ في جرائم ضد الإنسانية وجرائم حرب، وفي محاكمة تاريخية، تسعى محكمة في باريس هذا الأسبوع إلى تحديد ما إذا كان ثلاثة مسؤولين أمنيين رفيعي المستوى في نظام بشار الأسد، مسؤولين عن قتل باتريك الدباغ ووالده مازن وهما فرنسيان من أصل سوري اعتقلا عام 2013.
            "
"
              من المتوقع أن تزداد المطبات الهوائية سوءًا بسبب تغير المناخ.
            "
"
              لقيت 16 سيدة وفتاة مصرعهن بعد انقلاب حافلة سقطت في نهر النيل غربي القاهرة، صباح الثلاثاء.
            "
"
              أعلنت حركة الاشتراكيين في صربيا عن صياغة مشروع قانون جديد، لتقييد نشاط المنظمات غير الحكومية الأجنبية في البلاد، وفي حال اعتماده، ستفرض صربيا ما يسمى بالقانون الروسي أو قانون ""العملاء الأجانب"" على خطى جورجيا.
            "
"
              صادر  الجيش الإسرائيلي معدات بث وكاميرا تابعة لوكالة أسوشيتد برس  في جنوب إسرائيل الثلاثاء، مما أدى إلى وقف خدمة البث المباشر في غزة بعد اتهام الوكالة بانتهاك القانون عبر تقديم خدماتها لقناة الجزيرة.
            "
"
              كانت وزارة الصحة الفلسطينية في رام الله قد أعلنت في وقت سابق، مقتل 7 فلسطينيين وإصابة 9 أشخاص برصاص إسرائيلي، بينهم إصابتان خطيرتان.
            "
"
              طور فريق من العلماء في جامعة العلوم والتكنولوجيا في الصين، روبوتًا قادرًا على محاكاة المشاعر الإنسانية على اختلافها، وأطلقوا عليه اسم غواغوا.
            "
"
              وفقًا لممثلي الادعاء في ميلانو، فإن ""الهدف من التحقيقات الجارية هو التحقق من الإجراءات المستخدمة لاختيار مقدمي الخدمات التكنولوجية والجهات الراعية، وكذلك عمليات التوظيف التي قامت بها المؤسسة"".
            "
"
              احتجاجات طلابية ضد قانون ""الوكلاء الأجانب"" في جورجيا
            "
"
              أكدت دراسة طبية جديدة نُشرت في مجلة ""علم السموم والصحة البيئية"" العثور على جزيئات بلاستيكية في خصيتي الرجال.
            "
"
              وسط اهتمام سياسي وإعلامي كبيرين، بدأت المحكمة الإقليمية العليا في مدينة فرانكفورت، اليوم الثلاثاء، النظر في ثاني محاكمة جنائية لقادة مزعومين لمؤامرة الإطاحة بالحكومة الألمانية من قبل جماعة ""مواطني الرايخ"" اليمينية المتطرفة.
            "
"
              مظاهرة في اليونان ضد محاكمة 9 مصريين متهمين بإغراق سفينة مهاجرين
            "
"
              أعلن نادي ريال مدريد الإسباني، اليوم الثلاثاء، أن اللاعب الألماني توني كروس، أسطورة النادي الملكي، سيعتزل كرة القدم بعد بطولة ابطال أوروبا 2024.
            "
"
              الطريق مثالي لقضاء عطلة نهاية أسبوع طويلة تمتد عبر ثلاث دول أوروبية.
            "
أكدت صحيفة واشنطن بوست اليوم الثلاثاء أن إسرائيل جعلت من المستشفيات هدفا رئيسيا لحربها المستمرة على قطاع غزة، موثقة 90 حادثة استهداف منذ 7 أكتوبر/تشرين الأول الماضي.
أوضح رئيس الجنائية الدولية السابق أنه من الممكن أن تعتقل المحكمة رئيس الوزراء الإسرائيلي بنيامين نتنياهو والمتهمين الآخرين الذين من المتوقع صدور مذكرات توقيف ضدهم خلال الفترة المقبلة.
قال وزير الخارجية الأميركي أنتوني بلينكن -اليوم الثلاثاء- إنه لو توفرت لديهم معلومات عن موقع وجود يحيى السنوار “سنمررها إلى إسرائيل”، وذلك في ظل الحرب الإسرائيلية المستمرة على قطاع غزة لليوم الـ228. 
أثار فيديو سقوط أحد الفلسطينيين أسفل عجلات شاحنة تحمل مساعدات إنسانية في قطاع غزة، موجة غضب عارمة على منصات التواصل الاجتماعي، وسط تنديد باستخدام الاحتلال التجويع سلاحا خلال الحرب الجارية.
تفاعل رواد العالم الافتراضي مع اقتحام قوات الاحتلال مدينة جنين ومخيمها صباح اليوم الثلاثاء، واستشهاد 7 أشخاص بينهم طالب ومعلم وطبيب، كما تلطخ سجل العلامات المدرسية بالدم.
بين التوقعات بإضافة أسماء إسرائيلية جديدة إلى القائمة، ووجود فرصة لإزالة الأسماء الفلسطينية، يبدي خبراء في القانون الدولي توقعاتهم بما سينبني على إعلان أوامر الاعتقال من المحكمة الجنائية الدولية.
منحت جامعة بيرزيت مراسل قناة الجزيرة في غزة هشام زقوت “جائزة شيرين أبو عاقلة للتميز الإعلامي” لعام 2024، التي خصصت هذا العام لصحفيي قطاع غزة، تقديرا لدورهم في تغطية الحرب المتواصلة على القطاع.
بثت كتائب القسام الجناح العسكري لحركة المقاومة الإسلامية (حماس) مقطع فيديو جديدا يظهر وضع أحد مقاتليها عبوة العمل الفدائي على بعد أمتار قليلة من دبابة إسرائيلية شرقي مدينة رفح جنوبي قطاع غزة.
بدأ اقتحام قوات الاحتلال الإسرائيلي مدينة جنين ومخيمها أثناء توجه الطلاب إلى مدارسهم والموظفين إلى عملهم، مما أدى إلى استشهاد معلم وتلميذ وإصابة آخرين.
تتواصل الاحتجاجات الطلابية المناصرة لغزة، في جامعات أميركية وأسترالية، في حين قضت محكمة في لندن اليوم بأن بريطانيا منحت الشرطة بشكل غير قانوني صلاحيات أوسع لفرض قيود على احتجاجات سلمية. 
تتواصل المعارك الضارية بين المقاومة الفلسطينية وقوات الاحتلال في محاور عدة بقطاع غزة، حيث أعلنت كتائب القسام الجناح العسكري لحركة المقاومة الإسلامية (حماس) قتل عدد من الجنود الإسرائيليين.
أعربت وكالة ستاندرد آند بورز للتصنيفات الائتمانية عن توقعات حذرة في ما يتعلق بوتيرة الانتعاش الاقتصادي مع استمرار الحرب على قطاع غزة والتوترات المرتبطة بها في الشمال مع حزب الله وفي البحر الأحمر.
تجدد القصف الإسرائيلي المكثف على شمال قطاع غزة حيث أظهرت مشاهد، متداولة على منصات التواصل الاجتماعي، حجم معاناة ووجع الأهالي بالمنطقة، وهذا ما أثار غضب النشطاء.
كبدت فصائل المقاومة الفلسطينية الجيش الإسرائيلي خسائر فادحة في الجنود والضباط والعتاد والآليات العسكرية مما يعكس على تقديرات الأوساط الإسرائيلية لمسار الحرب والثقة بالحكومة.
ذكرت خدمة “آي إف آر” لأخبار أدوات الدخل الثابت أن الحكومة القطرية بدأت تلقي الطلبات لبيع سندات خضراء مقومة بالدولار لأجل 5 و10 سنوات، في أول إصدار للدين الخارجي لهذه الدولة الخليجية منذ 4 سنوات.
قالت وزارة الخارجية اليابانية إن ولي العهد السعودي الأمير محمد بن سلمان وعد بإمدادات نفطية مستقرة لليابان خلال مؤتمر عبر الفيديو مع رئيس الوزراء فوميو كيشيدا اليوم الثلاثاء.
أعربت وكالة ستاندرد آند بورز للتصنيفات الائتمانية عن توقعات حذرة في ما يتعلق بوتيرة الانتعاش الاقتصادي مع استمرار الحرب على قطاع غزة والتوترات المرتبطة بها في الشمال مع حزب الله وفي البحر الأحمر.
تراجعت أسعار الذهب، مع تذبذب الدولار ليبتعد المعدن النفيس عن ذروة قياسية سجلها في الجلسة السابقة بفعل عوامل داعمة مثل تنامي الرهانات على قيام أميركا بخفض أسعار الفائدة لاحقا، كما تراجعت أسعار النفط.
نجح الرئيس الإيراني الراحل إبراهيم رئيسي في إعادة النفط الإيراني إلى الواجهة خلال فترة رئاسته في وقت كانت البلاد تعاني من عقوبات أميركية فرضت عليها في مايو/أيار 2018.
مع استمرار الهند في التوسع باعتبارها أحد أسرع الاقتصادات الكبيرة نموا في العالم فإنها تواجه مهمة كبيرة تتمثل في الحاجة لتوفير 115 مليون وظيفة بحلول عام 2030 لاستيعاب قوتها العاملة المتزايدة.
ذكرت صحيفة فايننشال تايمز البريطانية أن النيجر على أعتاب أن تصبح قوة نفطية؛ فلأول مرة تستطيع تصدير النفط بفضل خط الأنابيب الجديد الذي يربط حقولها النفطية بالموانئ في دولة بنين المجاورة.
يشكل الحديد العمود الفقري للصناعة الحديثة، ويلعب دورا حيويا في إنتاج الصلب، ويدخل في صناعة عدد كبير من السلع الاستهلاكية، في هذا الموضوع نستعرض أكثر الدول إنتاجا واستيرادا وتصديرا.
منذ اللحظات الأولى لخبر وفاة الرئيس الإيراني إبراهيم رئيسي ارتفع سعر الغرام الواحد من الذهب إلى 3 ملايين و570 ألف تومان (85.7 دولارا أميركيا)، وسجل بذلك ارتفاعا بنسبة 10% مقارنة بصباح اليوم نفسه. 
رجح بنك ستاندرد تشارترد أن تحقق قطر تسارعا كبيرا في النمو الاقتصادي بدءا من عام 2025، مدفوعا بالتوسعات الكبيرة في قدرات إنتاج الغاز الطبيعي المسال في الدولة.
قال وزير المالية المصري محمد معيط إن تقديرات بلاده تشير إلى تراجع إيرادات قناة السويس بنسبة %60 بسبب توترات البحر الأحمر القائمة، لافتا إلى أن ذلك يأتي في وقت تتزايد فيه المصروفات العامة في البلاد.
أعلنت الخطوط الجوية السعودية -اليوم الاثنين- شراء 105 طائرات من شركة إيرباص، في طلبية وصفت بكونها “تاريخية”، وبأنها “أكبر صفقة طائرات” في تاريخ الطيران السعودي.
من المتوقع أن ترتفع أسعار النحاس بأكثر من 46% خلال العامين المقبلين لعدة أسباب ساقها أحد كبار المتخصصين في السلع.
كشفت مؤشرات حديثة لوضع الطاقة في 3 دول عربية “سوريا والعراق ولبنان ” عن تراجع قياسي، في إنتاج الكهرباء، دفع فئات كبيرة من السكان، إلى اعتماد مولدات طاقة بديلة، تنتشر اليوم في شوارع وأحياء مدن.
